[];[];[];[s];[�C];[m/s];[kW/m2];[kW/m2];[kW/m2];[�/kWh]
[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Measured]
Date;Start_date;End_date;Epoch_time;Ambient_temperature;Wind_speed;Direct_sun_power;Diffuse_sun_power;Direct_sun_power_vertical;Spot_price
2018-04-12 00:00:00;2018-04-12 00:00:00;2018-04-12 00:59:59;1523491200;5.4;4.5;0;0;0;0.0247826666666667
2018-04-12 01:00:00;2018-04-12 01:00:00;2018-04-12 01:59:59;1523494800;5.3;4.3;0;0;0;0.0216053333333333
2018-04-12 02:00:00;2018-04-12 02:00:00;2018-04-12 02:59:59;1523498400;4.5;4.4;0;0;0;0.022876
2018-04-12 03:00:00;2018-04-12 03:00:00;2018-04-12 03:59:59;1523502000;3.7;4.5;0;0;0;0.0207013333333333
2018-04-12 04:00:00;2018-04-12 04:00:00;2018-04-12 04:59:59;1523505600;3;4.9;0;0;0;0.022856
2018-04-12 05:00:00;2018-04-12 05:00:00;2018-04-12 05:59:59;1523509200;2.6;5.1;0;0;0;0.0274426666666667
2018-04-12 06:00:00;2018-04-12 06:00:00;2018-04-12 06:59:59;1523512800;2.3;5.3;0.00367671576029419;0.00629910290683941;0.251435941833854;0.040152
2018-04-12 07:00:00;2018-04-12 07:00:00;2018-04-12 07:59:59;1523516400;2.5;5.4;0.0463789431828576;0.0346364467187498;0.307685833051263;0.0412746666666667
2018-04-12 08:00:00;2018-04-12 08:00:00;2018-04-12 08:59:59;1523520000;3.7;6.1;0.0891558022548636;0.0892293444605205;0.297747646993739;0.0406186666666667
2018-04-12 09:00:00;2018-04-12 09:00:00;2018-04-12 09:59:59;1523523600;5.1;7;0.2045041397988;0.100640632040842;0.449219709735916;0.0323186666666667
2018-04-12 10:00:00;2018-04-12 10:00:00;2018-04-12 10:59:59;1523527200;6.4;7.3;0.371848570162738;0.100312859109711;0.606958572198763;0.0287533333333333
2018-04-12 11:00:00;2018-04-12 11:00:00;2018-04-12 11:59:59;1523530800;7.6;7.5;0.436435726040499;0.0877403902789088;0.576459401298399;0.0258146666666667
2018-04-12 12:00:00;2018-04-12 12:00:00;2018-04-12 12:59:59;1523534400;8.8;7.7;0.458688594395817;0.108490255268035;0.53281787168545;0.024732
2018-04-12 13:00:00;2018-04-12 13:00:00;2018-04-12 13:59:59;1523538000;9.8;7.8;0.511866076006985;0.0863929368965534;0.574102480172609;0.0193813333333333
2018-04-12 14:00:00;2018-04-12 14:00:00;2018-04-12 14:59:59;1523541600;10.8;8.3;0.560739296085481;0.0602405419656873;0.669743282602391;0.0185666666666667
2018-04-12 15:00:00;2018-04-12 15:00:00;2018-04-12 15:59:59;1523545200;11.7;8.4;0.509836129290442;0.0620099966454861;0.709710510318525;0.024852
2018-04-12 16:00:00;2018-04-12 16:00:00;2018-04-12 16:59:59;1523548800;12.3;8.2;0.376650891726073;0.0676158498274553;0.662996950901608;0.0248813333333333
2018-04-12 17:00:00;2018-04-12 17:00:00;2018-04-12 17:59:59;1523552400;12.6;8;0.288870865720779;0.0637858791017168;0.703836615050937;0.0321293333333333
2018-04-12 18:00:00;2018-04-12 18:00:00;2018-04-12 18:59:59;1523556000;12.4;6.3;0.118252915853749;0.0521365030125517;0.460798833602957;0.0393773333333333
2018-04-12 19:00:00;2018-04-12 19:00:00;2018-04-12 19:59:59;1523559600;11.8;6.6;0.0516319591389321;0.0350680808024702;0.465454518084736;0.039824
2018-04-12 20:00:00;2018-04-12 20:00:00;2018-04-12 20:59:59;1523563200;10.5;6.4;0;0;0;0.039556
2018-04-12 21:00:00;2018-04-12 21:00:00;2018-04-12 21:59:59;1523566800;9.6;6.7;0;0;0;0.0369346666666667
2018-04-12 22:00:00;2018-04-12 22:00:00;2018-04-12 22:59:59;1523570400;9.1;7;0;0;0;0.0321693333333333
2018-04-12 23:00:00;2018-04-12 23:00:00;2018-04-12 23:59:59;1523574000;8.8;7;0;0;0;0.0266386666666667
2018-04-13 00:00:00;2018-04-13 00:00:00;2018-04-13 00:59:59;1523577600;8.5;7.1;0;0;0;0.0288266666666667
2018-04-13 01:00:00;2018-04-13 01:00:00;2018-04-13 01:59:59;1523581200;7.7;7.6;0;0;0;0.0268413333333333
2018-04-13 02:00:00;2018-04-13 02:00:00;2018-04-13 02:59:59;1523584800;7.1;7.6;0;0;0;0.0248266666666667
2018-04-13 03:00:00;2018-04-13 03:00:00;2018-04-13 03:59:59;1523588400;6.6;7.7;0;0;0;0.0249053333333333
2018-04-13 04:00:00;2018-04-13 04:00:00;2018-04-13 04:59:59;1523592000;6.3;7.4;0;0;0;0.02836
2018-04-13 05:00:00;2018-04-13 05:00:00;2018-04-13 05:59:59;1523595600;6.1;7.6;0;0;0;0.0350506666666667
2018-04-13 06:00:00;2018-04-13 06:00:00;2018-04-13 06:59:59;1523599200;5.9;7.9;0.00249222401946198;0.00447250233109565;0.125152265305063;0.0405106666666667
2018-04-13 07:00:00;2018-04-13 07:00:00;2018-04-13 07:59:59;1523602800;6.5;7.8;0.0292441501634794;0.0293845190471778;0.186600575858738;0.0417213333333333
2018-04-13 08:00:00;2018-04-13 08:00:00;2018-04-13 08:59:59;1523606400;7.2;8.2;0.0849232434075807;0.0885229333849856;0.277629334122298;0.041572
2018-04-13 09:00:00;2018-04-13 09:00:00;2018-04-13 09:59:59;1523610000;8.1;8.4;0.187169743259422;0.106859528592716;0.404662137194505;0.0409373333333333
2018-04-13 10:00:00;2018-04-13 10:00:00;2018-04-13 10:59:59;1523613600;8.7;8.3;0.10160782158607;0.131240285631182;0.163570486396165;0.04056
2018-04-13 11:00:00;2018-04-13 11:00:00;2018-04-13 11:59:59;1523617200;9.7;8.1;0.0414145030805929;0.0755289893838802;0.0539848307214476;0.0401826666666667
2018-04-13 12:00:00;2018-04-13 12:00:00;2018-04-13 12:59:59;1523620800;9.7;7.7;0.11087695907202;0.142983921792225;0.127132620949582;0.039368
2018-04-13 13:00:00;2018-04-13 13:00:00;2018-04-13 13:59:59;1523624400;12.1;7.8;0.231814462273825;0.18624363975579;0.256723870843557;0.03656
2018-04-13 14:00:00;2018-04-13 14:00:00;2018-04-13 14:59:59;1523628000;13.9;7.8;0.410025357045556;0.131285740689476;0.483841773956274;0.038028
2018-04-13 15:00:00;2018-04-13 15:00:00;2018-04-13 15:59:59;1523631600;14.6;7.8;0.420541352339627;0.0956323573540021;0.578640563447566;0.0377413333333333
2018-04-13 16:00:00;2018-04-13 16:00:00;2018-04-13 16:59:59;1523635200;15.3;7.7;0.301300315711713;0.102714663420376;0.524100370480981;0.0386733333333333
2018-04-13 17:00:00;2018-04-13 17:00:00;2018-04-13 17:59:59;1523638800;15.3;7.7;0.206388050925373;0.0998979029117407;0.496034643331921;0.03918
2018-04-13 18:00:00;2018-04-13 18:00:00;2018-04-13 18:59:59;1523642400;14.9;7.6;0.0759209110432658;0.0656390587144838;0.290197660649597;0.0393093333333333
2018-04-13 19:00:00;2018-04-13 19:00:00;2018-04-13 19:59:59;1523646000;15;7.3;0.0293242424622483;0.0294257273116531;0.253652449186861;0.039368
2018-04-13 20:00:00;2018-04-13 20:00:00;2018-04-13 20:59:59;1523649600;13.4;6.9;0;0;0;0.0391893333333333
2018-04-13 21:00:00;2018-04-13 21:00:00;2018-04-13 21:59:59;1523653200;12.2;7;0;0;0;0.03912
2018-04-13 22:00:00;2018-04-13 22:00:00;2018-04-13 22:59:59;1523656800;11.2;6.7;0;0;0;0.038724
2018-04-13 23:00:00;2018-04-13 23:00:00;2018-04-13 23:59:59;1523660400;10.2;5.8;0;0;0;0.0374426666666667
2018-04-14 00:00:00;2018-04-14 00:00:00;2018-04-14 00:59:59;1523664000;9.5;5.5;0;0;0;0.0309773333333333
2018-04-14 01:00:00;2018-04-14 01:00:00;2018-04-14 01:59:59;1523667600;9.4;5.2;0;0;0;0.028992
2018-04-14 02:00:00;2018-04-14 02:00:00;2018-04-14 02:59:59;1523671200;8.9;4.9;0;0;0;0.0287933333333333
2018-04-14 03:00:00;2018-04-14 03:00:00;2018-04-14 03:59:59;1523674800;8.6;4.3;0;0;0;0.0297066666666667
2018-04-14 04:00:00;2018-04-14 04:00:00;2018-04-14 04:59:59;1523678400;8.8;5.2;0;0;0;0.0296666666666667
2018-04-14 05:00:00;2018-04-14 05:00:00;2018-04-14 05:59:59;1523682000;8.8;5.5;0;0;0;0.0318013333333333
2018-04-14 06:00:00;2018-04-14 06:00:00;2018-04-14 06:59:59;1523685600;8.8;5.6;0.00577987252178168;0.00910244732020041;0.228931826481709;0.035584
2018-04-14 07:00:00;2018-04-14 07:00:00;2018-04-14 07:59:59;1523689200;7.8;5.1;0.066727868848546;0.0343533479664572;0.41020541936076;0.038136
2018-04-14 08:00:00;2018-04-14 08:00:00;2018-04-14 08:59:59;1523692800;8.6;5.7;0.202062326901051;0.0558151546795513;0.646998755855048;0.039456
2018-04-14 09:00:00;2018-04-14 09:00:00;2018-04-14 09:59:59;1523696400;9.4;5.7;0.243885377089427;0.130178487088618;0.519125594246163;0.0396346666666667
2018-04-14 10:00:00;2018-04-14 10:00:00;2018-04-14 10:59:59;1523700000;10.3;5.5;0.21593389144683;0.15943223646355;0.342902328591582;0.0395853333333333
2018-04-14 11:00:00;2018-04-14 11:00:00;2018-04-14 11:59:59;1523703600;10.6;5.2;0.221452294523268;0.184719734170944;0.284927838042918;0.0394866666666667
2018-04-14 12:00:00;2018-04-14 12:00:00;2018-04-14 12:59:59;1523707200;11.8;5.4;0.239926399496345;0.186035600658276;0.271581337074411;0.039188
2018-04-14 13:00:00;2018-04-14 13:00:00;2018-04-14 13:59:59;1523710800;13.9;5;0.421161417055747;0.12601796964321;0.460588302595857;0.0388613333333333
2018-04-14 14:00:00;2018-04-14 14:00:00;2018-04-14 14:59:59;1523714400;13.6;5.1;0.224099515452862;0.186139245693802;0.261292234071308;0.0386826666666667
2018-04-14 15:00:00;2018-04-14 15:00:00;2018-04-14 15:59:59;1523718000;13.9;4;0.239844964893491;0.181468477619972;0.326237947679771;0.0385933333333333
2018-04-14 16:00:00;2018-04-14 16:00:00;2018-04-14 16:59:59;1523721600;14.3;3.8;0.192346078799945;0.161179610795082;0.330679298889882;0.0387813333333333
2018-04-14 17:00:00;2018-04-14 17:00:00;2018-04-14 17:59:59;1523725200;14.5;3.3;0.205306499733052;0.100325699428325;0.486837905392278;0.0347013333333333
2018-04-14 18:00:00;2018-04-14 18:00:00;2018-04-14 18:59:59;1523728800;14.2;3;0.0699132152306957;0.0659369389892763;0.262246844853368;0.042048
2018-04-14 19:00:00;2018-04-14 19:00:00;2018-04-14 19:59:59;1523732400;15.5;1.6;0.0560381284200852;0.0351148762595194;0.465925387407439;0.0427226666666667
2018-04-14 20:00:00;2018-04-14 20:00:00;2018-04-14 20:59:59;1523736000;15;1.4;0;0;0;0.0426933333333333
2018-04-14 21:00:00;2018-04-14 21:00:00;2018-04-14 21:59:59;1523739600;14.7;1.2;0;0;0;0.041144
2018-04-14 22:00:00;2018-04-14 22:00:00;2018-04-14 22:59:59;1523743200;13.2;1;0;0;0;0.0406573333333333
2018-04-14 23:00:00;2018-04-14 23:00:00;2018-04-14 23:59:59;1523746800;11.8;0.2;0;0;0;0.0397053333333333
2018-04-15 00:00:00;2018-04-15 00:00:00;2018-04-15 00:59:59;1523750400;11.3;0.5;0;0;0;0.035748
2018-04-15 01:00:00;2018-04-15 01:00:00;2018-04-15 01:59:59;1523754000;10.8;0.9;0;0;0;0.0313693333333333
2018-04-15 02:00:00;2018-04-15 02:00:00;2018-04-15 02:59:59;1523757600;10.8;0.8;0;0;0;0.0305146666666667
2018-04-15 03:00:00;2018-04-15 03:00:00;2018-04-15 03:59:59;1523761200;10.3;1.2;0;0;0;0.028956
2018-04-15 04:00:00;2018-04-15 04:00:00;2018-04-15 04:59:59;1523764800;10.1;1.1;0;0;0;0.0285786666666667
2018-04-15 05:00:00;2018-04-15 05:00:00;2018-04-15 05:59:59;1523768400;9.9;1.6;0;0;0;0.037684
2018-04-15 06:00:00;2018-04-15 06:00:00;2018-04-15 06:59:59;1523772000;9.1;1.7;0.0102478838454655;0.0133887967858192;0.33480463934915;0.0385786666666667
2018-04-15 07:00:00;2018-04-15 07:00:00;2018-04-15 07:59:59;1523775600;8.3;1.4;0.0835882548774924;0.0320811228207519;0.495840676784171;0.0392533333333333
2018-04-15 08:00:00;2018-04-15 08:00:00;2018-04-15 08:59:59;1523779200;9.3;0.4;0.18920979636654;0.0608050116699503;0.59370783618662;0.0395706666666667
2018-04-15 09:00:00;2018-04-15 09:00:00;2018-04-15 09:59:59;1523782800;10.9;1.3;0.285066530326963;0.110978204641279;0.597572149035799;0.0398493333333333
2018-04-15 10:00:00;2018-04-15 10:00:00;2018-04-15 10:59:59;1523786400;12.7;1.7;0.304189970706877;0.131583555909687;0.476598852152041;0.0402866666666667
2018-04-15 11:00:00;2018-04-15 11:00:00;2018-04-15 11:59:59;1523790000;14.7;1.8;0.413707040320583;0.0991832472839704;0.525469898988912;0.040048
2018-04-15 12:00:00;2018-04-15 12:00:00;2018-04-15 12:59:59;1523793600;15.8;0.9;0.375503244717801;0.147235901570575;0.419656087970612;0.0396106666666667
2018-04-15 13:00:00;2018-04-15 13:00:00;2018-04-15 13:59:59;1523797200;16.4;1.8;0.268889901383143;0.182845017560915;0.290418118719565;0.039224
2018-04-15 14:00:00;2018-04-15 14:00:00;2018-04-15 14:59:59;1523800800;16.1;1.6;0.252840751111337;0.185066366721142;0.291322073254783;0.039104
2018-04-15 15:00:00;2018-04-15 15:00:00;2018-04-15 15:59:59;1523804400;14.3;3;0.229875106811179;0.183460075273141;0.30913877895831;0.0390546666666667
2018-04-15 16:00:00;2018-04-15 16:00:00;2018-04-15 16:59:59;1523808000;14.6;2.7;0.24140674981112;0.154314574850985;0.410249080095154;0.0391146666666667
2018-04-15 17:00:00;2018-04-15 17:00:00;2018-04-15 17:59:59;1523811600;14.5;3.1;0.155974261834379;0.114257424637219;0.364990818586192;0.0393626666666667
2018-04-15 18:00:00;2018-04-15 18:00:00;2018-04-15 18:59:59;1523815200;13.3;2.8;0.0630464175499674;0.0803086409117734;0.232171703418898;0.0388266666666667
2018-04-15 19:00:00;2018-04-15 19:00:00;2018-04-15 19:59:59;1523818800;13.2;1.1;0.020438614814911;0.0237017664020784;0.163611936008492;0.0415373333333333
2018-04-15 20:00:00;2018-04-15 20:00:00;2018-04-15 20:59:59;1523822400;12.6;1.2;0;0;0;0.042192
2018-04-15 21:00:00;2018-04-15 21:00:00;2018-04-15 21:59:59;1523826000;11.5;1.8;0;0;0;0.0414373333333333
2018-04-15 22:00:00;2018-04-15 22:00:00;2018-04-15 22:59:59;1523829600;10.4;1;0;0;0;0.040316
2018-04-15 23:00:00;2018-04-15 23:00:00;2018-04-15 23:59:59;1523833200;10.6;0.6;0;0;0;0.038628
2018-04-16 00:00:00;2018-04-16 00:00:00;2018-04-16 00:59:59;1523836800;10.3;2.2;0;0;0;0.0383986666666667
2018-04-16 01:00:00;2018-04-16 01:00:00;2018-04-16 01:59:59;1523840400;9.4;1.7;0;0;0;0.038012
2018-04-16 02:00:00;2018-04-16 02:00:00;2018-04-16 02:59:59;1523844000;8.9;1.9;0;0;0;0.0378933333333333
2018-04-16 03:00:00;2018-04-16 03:00:00;2018-04-16 03:59:59;1523847600;8.8;1.6;0;0;0;0.038092
2018-04-16 04:00:00;2018-04-16 04:00:00;2018-04-16 04:59:59;1523851200;8.5;0.7;0;0;0;0.0376546666666667
2018-04-16 05:00:00;2018-04-16 05:00:00;2018-04-16 05:59:59;1523854800;8.4;0.6;0;0;0;0.0371386666666667
2018-04-16 06:00:00;2018-04-16 06:00:00;2018-04-16 06:59:59;1523858400;8.4;1.5;0.00226201824241719;0.00409578171023718;0.0628613609497007;0.0468693333333333
2018-04-16 07:00:00;2018-04-16 07:00:00;2018-04-16 07:59:59;1523862000;8.7;0.5;0.0210084253108806;0.0241424134441353;0.12042893938837;0.0557066666666667
2018-04-16 08:00:00;2018-04-16 08:00:00;2018-04-16 08:59:59;1523865600;9.1;1;0.0731966076042703;0.0851258705856886;0.225193531272159;0.0645346666666667
2018-04-16 09:00:00;2018-04-16 09:00:00;2018-04-16 09:59:59;1523869200;9.7;1.6;0.183467894735658;0.147140399848043;0.378867708776995;0.0585573333333333
2018-04-16 10:00:00;2018-04-16 10:00:00;2018-04-16 10:59:59;1523872800;11;2.2;0.150671670747002;0.155560874422146;0.232961741250358;0.0553493333333333
2018-04-16 11:00:00;2018-04-16 11:00:00;2018-04-16 11:59:59;1523876400;12.2;2.8;0.136758737181163;0.170605844213775;0.171504444138345;0.0525986666666667
2018-04-16 12:00:00;2018-04-16 12:00:00;2018-04-16 12:59:59;1523880000;11.3;2.4;0.133193196750497;0.158531653549986;0.14698466738567;0.0514466666666667
2018-04-16 13:00:00;2018-04-16 13:00:00;2018-04-16 13:59:59;1523883600;14.3;2.6;0.28556168139942;0.179453042572046;0.304635629905541;0.04964
2018-04-16 14:00:00;2018-04-16 14:00:00;2018-04-16 14:59:59;1523887200;14.1;1.9;0.239661348887337;0.186047404939769;0.272905953368665;0.045976
2018-04-16 15:00:00;2018-04-16 15:00:00;2018-04-16 15:59:59;1523890800;14;2.5;0.163083021469082;0.180873334040485;0.216861155652106;0.0454693333333333
2018-04-16 16:00:00;2018-04-16 16:00:00;2018-04-16 16:59:59;1523894400;11.7;3.3;0.0410749414698011;0.0680381923130593;0.0690104379133299;0.0441986666666667
2018-04-16 17:00:00;2018-04-16 17:00:00;2018-04-16 17:59:59;1523898000;10.9;2.4;0.158826817345354;0.113831860751162;0.366852541678155;0.04542
2018-04-16 18:00:00;2018-04-16 18:00:00;2018-04-16 18:59:59;1523901600;13;3.3;0.106117209136635;0.08963809585684;0.383801069447853;0.0481506666666667
2018-04-16 19:00:00;2018-04-16 19:00:00;2018-04-16 19:59:59;1523905200;11.8;3.4;0.0375961608104739;0.0327799270228402;0.290200214797834;0.0524706666666667
2018-04-16 20:00:00;2018-04-16 20:00:00;2018-04-16 20:59:59;1523908800;10.2;2.8;0;0;0;0.0546146666666667
2018-04-16 21:00:00;2018-04-16 21:00:00;2018-04-16 21:59:59;1523912400;9.3;2.6;0;0;0;0.047744
2018-04-16 22:00:00;2018-04-16 22:00:00;2018-04-16 22:59:59;1523916000;8.9;1.2;0;0;0;0.043672
2018-04-16 23:00:00;2018-04-16 23:00:00;2018-04-16 23:59:59;1523919600;8.8;0.9;0;0;0;0.0412586666666667
2018-04-17 00:00:00;2018-04-17 00:00:00;2018-04-17 00:59:59;1523923200;10.3;4.3;0;0;0;0.0367
2018-04-17 01:00:00;2018-04-17 01:00:00;2018-04-17 01:59:59;1523926800;9.5;3.7;0;0;0;0.036452
2018-04-17 02:00:00;2018-04-17 02:00:00;2018-04-17 02:59:59;1523930400;9.1;3.5;0;0;0;0.036244
2018-04-17 03:00:00;2018-04-17 03:00:00;2018-04-17 03:59:59;1523934000;8.9;3.6;0;0;0;0.0352506666666667
2018-04-17 04:00:00;2018-04-17 04:00:00;2018-04-17 04:59:59;1523937600;8.9;2.4;0;0;0;0.0356573333333333
2018-04-17 05:00:00;2018-04-17 05:00:00;2018-04-17 05:59:59;1523941200;8.8;1.9;0;0;0;0.034992
2018-04-17 06:00:00;2018-04-17 06:00:00;2018-04-17 06:59:59;1523944800;8.7;2.2;0.00980231813564821;0.0130536524618093;0.236987468002131;0.047404
2018-04-17 07:00:00;2018-04-17 07:00:00;2018-04-17 07:59:59;1523948400;8.4;2.4;0.0672809182982543;0.065867163706781;0.373221988862796;0.0544946666666667
2018-04-17 08:00:00;2018-04-17 08:00:00;2018-04-17 08:59:59;1523952000;8.7;2.7;0.145484527212278;0.0795460447082158;0.439071974399616;0.0556066666666667
2018-04-17 09:00:00;2018-04-17 09:00:00;2018-04-17 09:59:59;1523955600;9.1;2.7;0.248068528885133;0.12841903219747;0.504785552094074;0.0515653333333333
2018-04-17 10:00:00;2018-04-17 10:00:00;2018-04-17 10:59:59;1523959200;9.9;3.1;0.211697624691633;0.159974511338309;0.323072588711574;0.04672
2018-04-17 11:00:00;2018-04-17 11:00:00;2018-04-17 11:59:59;1523962800;11.5;3.7;0.266981772540919;0.173594933629282;0.330622762398505;0.0424093333333333
2018-04-17 12:00:00;2018-04-17 12:00:00;2018-04-17 12:59:59;1523966400;13.1;3.9;0.361107814562049;0.153532224205281;0.393540772315689;0.0391026666666667
2018-04-17 13:00:00;2018-04-17 13:00:00;2018-04-17 13:59:59;1523970000;13;3.3;0.505315471755203;0.0888290389277434;0.532502897319399;0.0414866666666667
2018-04-17 14:00:00;2018-04-17 14:00:00;2018-04-17 14:59:59;1523973600;14.5;4;0.460111419208379;0.107844639067408;0.517862962564871;0.040096
2018-04-17 15:00:00;2018-04-17 15:00:00;2018-04-17 15:59:59;1523977200;15.1;4.6;0.266700048213934;0.173693301921862;0.350720580458274;0.0396893333333333
2018-04-17 16:00:00;2018-04-17 16:00:00;2018-04-17 16:59:59;1523980800;15.1;4.7;0.196532701110753;0.161104184974332;0.326495157807171;0.0382293333333333
2018-04-17 17:00:00;2018-04-17 17:00:00;2018-04-17 17:59:59;1523984400;14.9;5.1;0.0479279596181363;0.071368632875054;0.109291177455232;0.0433426666666667
2018-04-17 18:00:00;2018-04-17 18:00:00;2018-04-17 18:59:59;1523988000;14.3;5;0.00995663885971208;0.0194251903148642;0.0353812190980948;0.050016
2018-04-17 19:00:00;2018-04-17 19:00:00;2018-04-17 19:59:59;1523991600;13.1;3;0.0106538795736233;0.0143771329199302;0.0794086289001461;0.049728
2018-04-17 20:00:00;2018-04-17 20:00:00;2018-04-17 20:59:59;1523995200;12.4;2.3;0.000155113645882089;0.000304373841227756;0.0503109851540924;0.0439986666666667
2018-04-17 21:00:00;2018-04-17 21:00:00;2018-04-17 21:59:59;1523998800;11.7;2.5;0;0;0;0.0423706666666667
2018-04-17 22:00:00;2018-04-17 22:00:00;2018-04-17 22:59:59;1524002400;11.1;2.7;0;0;0;0.0412973333333333
2018-04-17 23:00:00;2018-04-17 23:00:00;2018-04-17 23:59:59;1524006000;10.8;3;0;0;0;0.0395506666666667
2018-04-18 00:00:00;2018-04-18 00:00:00;2018-04-18 00:59:59;1524009600;10.6;3.5;0;0;0;0.033144
2018-04-18 01:00:00;2018-04-18 01:00:00;2018-04-18 01:59:59;1524013200;10.9;3.6;0;0;0;0.0329453333333333
2018-04-18 02:00:00;2018-04-18 02:00:00;2018-04-18 02:59:59;1524016800;11.3;4.3;0;0;0;0.0323106666666667
2018-04-18 03:00:00;2018-04-18 03:00:00;2018-04-18 03:59:59;1524020400;11.3;4.6;0;0;0;0.0327666666666667
2018-04-18 04:00:00;2018-04-18 04:00:00;2018-04-18 04:59:59;1524024000;11.4;4.3;0;0;0;0.0330653333333333
2018-04-18 05:00:00;2018-04-18 05:00:00;2018-04-18 05:59:59;1524027600;11.4;4.2;0;0;0;0.0353986666666667
2018-04-18 06:00:00;2018-04-18 06:00:00;2018-04-18 06:59:59;1524031200;11.3;3.9;0.00214066477268046;0.00389428993709862;0.0458074837217418;0.0445133333333333
2018-04-18 07:00:00;2018-04-18 07:00:00;2018-04-18 07:59:59;1524034800;11.1;3.8;0.0720370535782512;0.0659017876497134;0.387195679796244;0.053112
2018-04-18 08:00:00;2018-04-18 08:00:00;2018-04-18 08:59:59;1524038400;11.2;4.4;0.144069344010868;0.0800905896379156;0.426733216337095;0.0550386666666667
2018-04-18 09:00:00;2018-04-18 09:00:00;2018-04-18 09:59:59;1524042000;11.9;4.8;0.288664208991098;0.109162084243195;0.578973559820022;0.046668
2018-04-18 10:00:00;2018-04-18 10:00:00;2018-04-18 10:59:59;1524045600;12.8;4.9;0.308204817385331;0.129808242145853;0.464344982453571;0.0437186666666667
2018-04-18 11:00:00;2018-04-18 11:00:00;2018-04-18 11:59:59;1524049200;14.4;5.1;0.511443275484436;0.0617144722728586;0.625525920131184;0.0419813333333333
2018-04-18 12:00:00;2018-04-18 12:00:00;2018-04-18 12:59:59;1524052800;15.9;5.4;0.49098519091819;0.0944807094049473;0.528490660373374;0.0414146666666667
2018-04-18 13:00:00;2018-04-18 13:00:00;2018-04-18 13:59:59;1524056400;16.9;5.5;0.489258785036191;0.0951887055958853;0.509359163401314;0.0406013333333333
2018-04-18 14:00:00;2018-04-18 14:00:00;2018-04-18 14:59:59;1524060000;17.3;5.9;0.454222282266544;0.110529665815897;0.505365341818967;0.0394493333333333
2018-04-18 15:00:00;2018-04-18 15:00:00;2018-04-18 15:59:59;1524063600;17.7;5.8;0.469369358891075;0.073596482195313;0.610480195619295;0.0377213333333333
2018-04-18 16:00:00;2018-04-18 16:00:00;2018-04-18 16:59:59;1524067200;17.6;6.2;0.389609596466286;0.0924656408630859;0.640087796660111;0.0347533333333333
2018-04-18 17:00:00;2018-04-18 17:00:00;2018-04-18 17:59:59;1524070800;17.4;5.5;0.306793290135927;0.0574175616154776;0.690810167134048;0.038764
2018-04-18 18:00:00;2018-04-18 18:00:00;2018-04-18 18:59:59;1524074400;17;4.8;0.194834397925391;0.0585340442476756;0.680500490667062;0.0459533333333333
2018-04-18 19:00:00;2018-04-18 19:00:00;2018-04-18 19:59:59;1524078000;17.2;4.2;0.0762844863310058;0.0330885516986517;0.549764251867481;0.0483653333333333
2018-04-18 20:00:00;2018-04-18 20:00:00;2018-04-18 20:59:59;1524081600;16.1;3.8;0.00258973564662355;0.00462991369414694;0.367253299991847;0.046836
2018-04-18 21:00:00;2018-04-18 21:00:00;2018-04-18 21:59:59;1524085200;14.6;2.3;0;0;0;0.04492
2018-04-18 22:00:00;2018-04-18 22:00:00;2018-04-18 22:59:59;1524088800;13.3;1.9;0;0;0;0.0414453333333333
2018-04-18 23:00:00;2018-04-18 23:00:00;2018-04-18 23:59:59;1524092400;12.3;1.7;0;0;0;0.037136
2018-04-19 00:00:00;2018-04-19 00:00:00;2018-04-19 00:59:59;1524096000;11.4;1.4;0;0;0;0.0355506666666667
2018-04-19 01:00:00;2018-04-19 01:00:00;2018-04-19 01:59:59;1524099600;10.8;1.2;0;0;0;0.0328
2018-04-19 02:00:00;2018-04-19 02:00:00;2018-04-19 02:59:59;1524103200;10;1.5;0;0;0;0.0331666666666667
2018-04-19 03:00:00;2018-04-19 03:00:00;2018-04-19 03:59:59;1524106800;9.2;1.4;0;0;0;0.0334653333333333
2018-04-19 04:00:00;2018-04-19 04:00:00;2018-04-19 04:59:59;1524110400;8.6;1;0;0;0;0.033028
2018-04-19 05:00:00;2018-04-19 05:00:00;2018-04-19 05:59:59;1524114000;8;0.8;0;0;0;0.033524
2018-04-19 06:00:00;2018-04-19 06:00:00;2018-04-19 06:59:59;1524117600;7.5;0.9;0.0190393900802406;0.0167595116354477;0.365553310893227;0.042968
2018-04-19 07:00:00;2018-04-19 07:00:00;2018-04-19 07:59:59;1524121200;8.6;1;0.116833041517734;0.0527401886290133;0.60921155576284;0.049612
2018-04-19 08:00:00;2018-04-19 08:00:00;2018-04-19 08:59:59;1524124800;10.4;0.6;0.211173228699294;0.0528024894200754;0.614180376089645;0.049612
2018-04-19 09:00:00;2018-04-19 09:00:00;2018-04-19 09:59:59;1524128400;12.9;0.6;0.341701729811713;0.0824957272304275;0.675717097567938;0.045868
2018-04-19 10:00:00;2018-04-19 10:00:00;2018-04-19 10:59:59;1524132000;15.1;0.8;0.474833535027724;0.0670700328858114;0.70639221509304;0.0427
2018-04-19 11:00:00;2018-04-19 11:00:00;2018-04-19 11:59:59;1524135600;17.3;1.1;0.540622404252739;0.0589496362601898;0.653137849423052;0.0414386666666667
