[];[];[];[s];[�C];[m/s];[kW/m2];[kW/m2];[kW/m2];[�/kWh]
[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Computed];[Measured]
Date;Start_date;End_date;Epoch_time;Ambient_temperature;Wind_speed;Direct_sun_power;Diffuse_sun_power;Direct_sun_power_vertical;Spot_price
2018-01-01 00:00:00;2018-01-01 00:00:00;2018-01-01 00:59:59;1514764800;5;3.7;0;0;0;2.52222998
2018-01-01 01:00:00;2018-01-01 01:00:00;2018-01-01 01:59:59;1514768400;4.9;3.4;0;0;0;2.388600098
2018-01-01 02:00:00;2018-01-01 02:00:00;2018-01-01 02:59:59;1514772000;5;3.5;0;0;0;2.454560059
2018-01-01 03:00:00;2018-01-01 03:00:00;2018-01-01 03:59:59;1514775600;5;3.2;0;0;0;2.828860107
2018-01-01 04:00:00;2018-01-01 04:00:00;2018-01-01 04:59:59;1514779200;5;3.5;0;0;0;3.198550049
2018-01-01 05:00:00;2018-01-01 05:00:00;2018-01-01 05:59:59;1514782800;5.6;3.5;0;0;0;3.227590088
2018-01-01 06:00:00;2018-01-01 06:00:00;2018-01-01 06:59:59;1514786400;5.8;5;0;0;0;3.535340088
2018-01-01 07:00:00;2018-01-01 07:00:00;2018-01-01 07:59:59;1514790000;5.2;2.3;0;0;0;3.304929932
2018-01-01 08:00:00;2018-01-01 08:00:00;2018-01-01 08:59:59;1514793600;5.1;1.4;0;0;0;2.911050049
2018-01-01 09:00:00;2018-01-01 09:00:00;2018-01-01 09:59:59;1514797200;5.2;2.5;0.000927825729039445;0.00176822063115338;0.0225953311877194;2.517090088
2018-01-01 10:00:00;2018-01-01 10:00:00;2018-01-01 10:59:59;1514800800;6.1;4.5;0.0140316996613679;0.0179863327005586;0.120972464234521;2.527070068
2018-01-01 11:00:00;2018-01-01 11:00:00;2018-01-01 11:59:59;1514804400;6.6;5.2;0.010480200786798;0.0141798363094099;0.0640784831885543;2.385030029
2018-01-01 12:00:00;2018-01-01 12:00:00;2018-01-01 12:59:59;1514808000;6.4;6.9;0.0181800235626846;0.0328893092839415;0.10234565960572;1.803180054
2018-01-01 13:00:00;2018-01-01 13:00:00;2018-01-01 13:59:59;1514811600;6;6;0.00682033234778465;0.00974580551485554;0.0435877694376762;1.626599976
2018-01-01 14:00:00;2018-01-01 14:00:00;2018-01-01 14:59:59;1514815200;6.2;6.3;0.00303538858910811;0.00458404141621305;0.0295546220350311;1.62822998
2018-01-01 15:00:00;2018-01-01 15:00:00;2018-01-01 15:59:59;1514818800;6.5;6.3;0.000557079363936627;0.00107669199135455;0.0234903979835031;2.333590088
2018-01-01 16:00:00;2018-01-01 16:00:00;2018-01-01 16:59:59;1514822400;5.6;6.8;0;0;0;3.221850098
2018-01-01 17:00:00;2018-01-01 17:00:00;2018-01-01 17:59:59;1514826000;5.8;5.5;0;0;0;3.403939941
2018-01-01 18:00:00;2018-01-01 18:00:00;2018-01-01 18:59:59;1514829600;5.5;5.1;0;0;0;3.652290039
2018-01-01 19:00:00;2018-01-01 19:00:00;2018-01-01 19:59:59;1514833200;5.4;4.6;0;0;0;3.631
2018-01-01 20:00:00;2018-01-01 20:00:00;2018-01-01 20:59:59;1514836800;5;4.3;0;0;0;3.611570068
2018-01-01 21:00:00;2018-01-01 21:00:00;2018-01-01 21:59:59;1514840400;4.8;4.6;0;0;0;3.185300049
2018-01-01 22:00:00;2018-01-01 22:00:00;2018-01-01 22:59:59;1514844000;4.2;4.6;0;0;0;3.28273999
2018-01-01 23:00:00;2018-01-01 23:00:00;2018-01-01 23:59:59;1514847600;4.4;5.3;0;0;0;2.90397998
2018-01-02 00:00:00;2018-01-02 00:00:00;2018-01-02 00:59:59;1514851200;4.5;4.8;0;0;0;2.094300049
2018-01-02 01:00:00;2018-01-02 01:00:00;2018-01-02 01:59:59;1514854800;4.8;5.1;0;0;0;2.07123999
2018-01-02 02:00:00;2018-01-02 02:00:00;2018-01-02 02:59:59;1514858400;4.4;5;0;0;0;2.030319946
2018-01-02 03:00:00;2018-01-02 03:00:00;2018-01-02 03:59:59;1514862000;4.4;4.8;0;0;0;2.30923999
2018-01-02 04:00:00;2018-01-02 04:00:00;2018-01-02 04:59:59;1514865600;3.9;3.9;0;0;0;3.039560059
2018-01-02 05:00:00;2018-01-02 05:00:00;2018-01-02 05:59:59;1514869200;3.4;3.9;0;0;0;3.12475
2018-01-02 06:00:00;2018-01-02 06:00:00;2018-01-02 06:59:59;1514872800;3.6;4.4;0;0;0;3.08523999
2018-01-02 07:00:00;2018-01-02 07:00:00;2018-01-02 07:59:59;1514876400;4.5;4.3;0;0;0;2.861070068
2018-01-02 08:00:00;2018-01-02 08:00:00;2018-01-02 08:59:59;1514880000;4.9;4.3;0;0;0;2.525449951
2018-01-02 09:00:00;2018-01-02 09:00:00;2018-01-02 09:59:59;1514883600;5.2;4;0.00243163063227793;0.00437404082213659;0.0582844576378643;2.284620117
2018-01-02 10:00:00;2018-01-02 10:00:00;2018-01-02 10:59:59;1514887200;5.3;4.6;0.020096254734355;0.0234318810163214;0.171814818737199;2.177409912
2018-01-02 11:00:00;2018-01-02 11:00:00;2018-01-02 11:59:59;1514890800;5.6;4.4;0.0337571446402621;0.0314378774588648;0.204779342662011;2.187449951
2018-01-02 12:00:00;2018-01-02 12:00:00;2018-01-02 12:59:59;1514894400;6;4.6;0.0705018321150896;0.0659351931946307;0.39336225167268;2.192429932
2018-01-02 13:00:00;2018-01-02 13:00:00;2018-01-02 13:59:59;1514898000;6.4;4.7;0.0598155707872916;0.0349665232569626;0.377835231868356;2.289820068
2018-01-02 14:00:00;2018-01-02 14:00:00;2018-01-02 14:59:59;1514901600;6.5;4;0.0344768080049853;0.031716644399436;0.329291713478316;2.454169922
2018-01-02 15:00:00;2018-01-02 15:00:00;2018-01-02 15:59:59;1514905200;6.5;3.9;0.00637056631585749;0.00979394396035552;0.24812063092284;3.020810059
2018-01-02 16:00:00;2018-01-02 16:00:00;2018-01-02 16:59:59;1514908800;6.1;3.7;0;0;0;3.273469971
2018-01-02 17:00:00;2018-01-02 17:00:00;2018-01-02 17:59:59;1514912400;5.5;3.2;0;0;0;3.68952002
2018-01-02 18:00:00;2018-01-02 18:00:00;2018-01-02 18:59:59;1514916000;5.1;3.5;0;0;0;3.67427002
2018-01-02 19:00:00;2018-01-02 19:00:00;2018-01-02 19:59:59;1514919600;5.1;3.7;0;0;0;3.385219971
2018-01-02 20:00:00;2018-01-02 20:00:00;2018-01-02 20:59:59;1514923200;4.8;3.6;0;0;0;3.192899902
2018-01-02 21:00:00;2018-01-02 21:00:00;2018-01-02 21:59:59;1514926800;4.4;3.1;0;0;0;2.910550049
2018-01-02 22:00:00;2018-01-02 22:00:00;2018-01-02 22:59:59;1514930400;4.7;3.4;0;0;0;2.461149902
2018-01-02 23:00:00;2018-01-02 23:00:00;2018-01-02 23:59:59;1514934000;4.7;3.7;0;0;0;2.22422998
2018-01-03 00:00:00;2018-01-03 00:00:00;2018-01-03 00:59:59;1514937600;3.8;3.8;0;0;0;2.224449951
2018-01-03 01:00:00;2018-01-03 01:00:00;2018-01-03 01:59:59;1514941200;3.6;4.2;0;0;0;2.151909912
2018-01-03 02:00:00;2018-01-03 02:00:00;2018-01-03 02:59:59;1514944800;3.6;4.7;0;0;0;2.200639893
2018-01-03 03:00:00;2018-01-03 03:00:00;2018-01-03 03:59:59;1514948400;3.5;5.4;0;0;0;2.381159912
2018-01-03 04:00:00;2018-01-03 04:00:00;2018-01-03 04:59:59;1514952000;3.7;6.7;0;0;0;2.84927002
2018-01-03 05:00:00;2018-01-03 05:00:00;2018-01-03 05:59:59;1514955600;3.7;8.5;0;0;0;3.087820068
2018-01-03 06:00:00;2018-01-03 06:00:00;2018-01-03 06:59:59;1514959200;3.5;9.4;0;0;0;3.171459961
2018-01-03 07:00:00;2018-01-03 07:00:00;2018-01-03 07:59:59;1514962800;3.1;10;0;0;0;2.85722998
2018-01-03 08:00:00;2018-01-03 08:00:00;2018-01-03 08:59:59;1514966400;2.9;10;0;0;0;2.307350098
2018-01-03 09:00:00;2018-01-03 09:00:00;2018-01-03 09:59:59;1514970000;3;10;0.000434907247080753;0.000844453504212524;0.0102332581807798;2.101600098
2018-01-03 10:00:00;2018-01-03 10:00:00;2018-01-03 10:59:59;1514973600;2.9;9.6;0.00288744077759743;0.00436994665731951;0.0244553633482115;2.065370117
2018-01-03 11:00:00;2018-01-03 11:00:00;2018-01-03 11:59:59;1514977200;2.7;9.1;0.004039114863741;0.00601172286443575;0.0242917200266816;1.92673999
2018-01-03 12:00:00;2018-01-03 12:00:00;2018-01-03 12:59:59;1514980800;2.6;8.4;0.00642654895301808;0.0131948379837401;0.0355139505636462;1.939390015
2018-01-03 13:00:00;2018-01-03 13:00:00;2018-01-03 13:59:59;1514984400;2.7;7.4;0.00396814688543946;0.00591219294724685;0.0247578739801505;1.985900024
2018-01-03 14:00:00;2018-01-03 14:00:00;2018-01-03 14:59:59;1514988000;2.4;6.2;0.00261548768780048;0.00397393782083975;0.0244859415765893;2.153169922
2018-01-03 15:00:00;2018-01-03 15:00:00;2018-01-03 15:59:59;1514991600;2.4;5.3;0.000284097062280517;0.00055477354363998;0.0102385548866656;2.614280029
2018-01-03 16:00:00;2018-01-03 16:00:00;2018-01-03 16:59:59;1514995200;2.6;4.1;0;0;0;3.125169922
2018-01-03 17:00:00;2018-01-03 17:00:00;2018-01-03 17:59:59;1514998800;3.1;3;0;0;0;3.49572998
2018-01-03 18:00:00;2018-01-03 18:00:00;2018-01-03 18:59:59;1515002400;3.6;2.7;0;0;0;3.495129883
2018-01-03 19:00:00;2018-01-03 19:00:00;2018-01-03 19:59:59;1515006000;3.7;2.7;0;0;0;3.189689941
2018-01-03 20:00:00;2018-01-03 20:00:00;2018-01-03 20:59:59;1515009600;3.8;2.9;0;0;0;3.024350098
2018-01-03 21:00:00;2018-01-03 21:00:00;2018-01-03 21:59:59;1515013200;3.8;2.6;0;0;0;2.554530029
2018-01-03 22:00:00;2018-01-03 22:00:00;2018-01-03 22:59:59;1515016800;3.9;3;0;0;0;2.210129883
2018-01-03 23:00:00;2018-01-03 23:00:00;2018-01-03 23:59:59;1515020400;3.9;2.7;0;0;0;2.13548999
2018-01-04 00:00:00;2018-01-04 00:00:00;2018-01-04 00:59:59;1515024000;3.5;0.8;0;0;0;2.222780029
2018-01-04 01:00:00;2018-01-04 01:00:00;2018-01-04 01:59:59;1515027600;3.6;0.7;0;0;0;2.125219971
2018-01-04 02:00:00;2018-01-04 02:00:00;2018-01-04 02:59:59;1515031200;3.6;0.9;0;0;0;2.187649902
2018-01-04 03:00:00;2018-01-04 03:00:00;2018-01-04 03:59:59;1515034800;3.6;0.7;0;0;0;2.215560059
2018-01-04 04:00:00;2018-01-04 04:00:00;2018-01-04 04:59:59;1515038400;3.6;1.3;0;0;0;2.557330078
2018-01-04 05:00:00;2018-01-04 05:00:00;2018-01-04 05:59:59;1515042000;3.6;0.8;0;0;0;2.92426001
2018-01-04 06:00:00;2018-01-04 06:00:00;2018-01-04 06:59:59;1515045600;2.8;1.3;0;0;0;2.943090088
2018-01-04 07:00:00;2018-01-04 07:00:00;2018-01-04 07:59:59;1515049200;3.2;0.9;0;0;0;2.65102002
2018-01-04 08:00:00;2018-01-04 08:00:00;2018-01-04 08:59:59;1515052800;3.2;1.1;0;0;0;2.253949951
2018-01-04 09:00:00;2018-01-04 09:00:00;2018-01-04 09:59:59;1515056400;3.3;0.4;0.000567153451900497;0.0010957450979906;0.0130677193120054;2.12001001
2018-01-04 10:00:00;2018-01-04 10:00:00;2018-01-04 10:59:59;1515060000;3.4;0.9;0.00324847539258954;0.00489074167487298;0.0272280016188005;2.044560059
2018-01-04 11:00:00;2018-01-04 11:00:00;2018-01-04 11:59:59;1515063600;3.8;0.5;0.00424582817066216;0.00630041149204772;0.025297014145975;1.882640015
2018-01-04 12:00:00;2018-01-04 12:00:00;2018-01-04 12:59:59;1515067200;4;0.8;0.00683683537358757;0.0139769565438646;0.0373961141868672;1.889780029
2018-01-04 13:00:00;2018-01-04 13:00:00;2018-01-04 13:59:59;1515070800;4.2;1.6;0.00617464870501994;0.0089075460198202;0.0380274168096288;2.026550049
2018-01-04 14:00:00;2018-01-04 14:00:00;2018-01-04 14:59:59;1515074400;4;3.7;0.00793680365036047;0.011155149702825;0.0727803279080535;2.255439941
2018-01-04 15:00:00;2018-01-04 15:00:00;2018-01-04 15:59:59;1515078000;3.8;3.7;0.00243312841481029;0.00437648063735705;0.0812874193485027;2.62676001
2018-01-04 16:00:00;2018-01-04 16:00:00;2018-01-04 16:59:59;1515081600;3.6;4.1;0;0;0;3.050389893
2018-01-04 17:00:00;2018-01-04 17:00:00;2018-01-04 17:59:59;1515085200;3.5;3;0;0;0;3.341120117
2018-01-04 18:00:00;2018-01-04 18:00:00;2018-01-04 18:59:59;1515088800;3.4;2.4;0;0;0;3.38376001
2018-01-04 19:00:00;2018-01-04 19:00:00;2018-01-04 19:59:59;1515092400;3.3;1.4;0;0;0;3.125320068
2018-01-04 20:00:00;2018-01-04 20:00:00;2018-01-04 20:59:59;1515096000;3.2;2.5;0;0;0;3.027399902
2018-01-04 21:00:00;2018-01-04 21:00:00;2018-01-04 21:59:59;1515099600;3.1;2.3;0;0;0;2.641719971
2018-01-04 22:00:00;2018-01-04 22:00:00;2018-01-04 22:59:59;1515103200;2.9;1.8;0;0;0;2.306149902
2018-01-04 23:00:00;2018-01-04 23:00:00;2018-01-04 23:59:59;1515106800;2.9;1.5;0;0;0;2.232560059
2018-01-05 00:00:00;2018-01-05 00:00:00;2018-01-05 00:59:59;1515110400;2.9;1.7;0;0;0;2.30675
2018-01-05 01:00:00;2018-01-05 01:00:00;2018-01-05 01:59:59;1515114000;2.9;1.8;0;0;0;2.279219971
2018-01-05 02:00:00;2018-01-05 02:00:00;2018-01-05 02:59:59;1515117600;2.8;0.8;0;0;0;2.321629883
2018-01-05 03:00:00;2018-01-05 03:00:00;2018-01-05 03:59:59;1515121200;2.6;2;0;0;0;2.58252002
2018-01-05 04:00:00;2018-01-05 04:00:00;2018-01-05 04:59:59;1515124800;2.7;2.9;0;0;0;3.025929932
2018-01-05 05:00:00;2018-01-05 05:00:00;2018-01-05 05:59:59;1515128400;2.6;1.9;0;0;0;3.125050049
2018-01-05 06:00:00;2018-01-05 06:00:00;2018-01-05 06:59:59;1515132000;2.4;1.5;0;0;0;3.087320068
2018-01-05 07:00:00;2018-01-05 07:00:00;2018-01-05 07:59:59;1515135600;2.5;2.4;0;0;0;2.955320068
2018-01-05 08:00:00;2018-01-05 08:00:00;2018-01-05 08:59:59;1515139200;2.5;1.6;0;0;0;2.642340088
2018-01-05 09:00:00;2018-01-05 09:00:00;2018-01-05 09:59:59;1515142800;2.6;1.9;0.00737954927890114;0.0108831046324847;0.166110493765743;2.336290039
2018-01-05 10:00:00;2018-01-05 10:00:00;2018-01-05 10:59:59;1515146400;2.8;1.4;0.0352332519768137;0.0319958791710116;0.291969974410025;2.224669922
2018-01-05 11:00:00;2018-01-05 11:00:00;2018-01-05 11:59:59;1515150000;2.7;2;0.0512328180361004;0.0350505425787832;0.302192030260719;2.008060059
2018-01-05 12:00:00;2018-01-05 12:00:00;2018-01-05 12:59:59;1515153600;2.7;1.5;0.0634999466811244;0.0655342803816168;0.343578760153282;1.993180054
2018-01-05 13:00:00;2018-01-05 13:00:00;2018-01-05 13:59:59;1515157200;3.1;2;0.0272878955516742;0.0283220046412416;0.165786287868264;2.187689941
2018-01-05 14:00:00;2018-01-05 14:00:00;2018-01-05 14:59:59;1515160800;3.2;2.6;0.0189239887133154;0.0224782414341734;0.169865361475215;2.491290039
2018-01-05 15:00:00;2018-01-05 15:00:00;2018-01-05 15:59:59;1515164400;3;2.9;0.00709464628001043;0.010587084745444;0.220133720900056;2.986199951
2018-01-05 16:00:00;2018-01-05 16:00:00;2018-01-05 16:59:59;1515168000;2.5;2;0;0;0;3.3485
2018-01-05 17:00:00;2018-01-05 17:00:00;2018-01-05 17:59:59;1515171600;2.5;1.9;0;0;0;4.017459961
2018-01-05 18:00:00;2018-01-05 18:00:00;2018-01-05 18:59:59;1515175200;1.8;1.3;0;0;0;3.979139893
2018-01-05 19:00:00;2018-01-05 19:00:00;2018-01-05 19:59:59;1515178800;1;1.6;0;0;0;3.31873999
2018-01-05 20:00:00;2018-01-05 20:00:00;2018-01-05 20:59:59;1515182400;0.9;1.4;0;0;0;3.08798999
2018-01-05 21:00:00;2018-01-05 21:00:00;2018-01-05 21:59:59;1515186000;1.4;1.6;0;0;0;2.902040039
2018-01-05 22:00:00;2018-01-05 22:00:00;2018-01-05 22:59:59;1515189600;1.7;1.8;0;0;0;3.140540039
2018-01-05 23:00:00;2018-01-05 23:00:00;2018-01-05 23:59:59;1515193200;1.8;1.6;0;0;0;3.013310059
2018-01-06 00:00:00;2018-01-06 00:00:00;2018-01-06 00:59:59;1515196800;1.9;1.7;0;0;0;2.944040039
2018-01-06 01:00:00;2018-01-06 01:00:00;2018-01-06 01:59:59;1515200400;1.8;1.7;0;0;0;2.916219971
2018-01-06 02:00:00;2018-01-06 02:00:00;2018-01-06 02:59:59;1515204000;1.1;1.6;0;0;0;2.995159912
2018-01-06 03:00:00;2018-01-06 03:00:00;2018-01-06 03:59:59;1515207600;0.4;1.3;0;0;0;3.035629883
2018-01-06 04:00:00;2018-01-06 04:00:00;2018-01-06 04:59:59;1515211200;0.7;1.8;0;0;0;3.491050049
2018-01-06 05:00:00;2018-01-06 05:00:00;2018-01-06 05:59:59;1515214800;1;1.8;0;0;0;3.819169922
2018-01-06 06:00:00;2018-01-06 06:00:00;2018-01-06 06:59:59;1515218400;1.3;2.2;0;0;0;3.779659912
2018-01-06 07:00:00;2018-01-06 07:00:00;2018-01-06 07:59:59;1515222000;1.5;2.8;0;0;0;3.51597998
2018-01-06 08:00:00;2018-01-06 08:00:00;2018-01-06 08:59:59;1515225600;1;3.1;0;0;0;3.124169922
2018-01-06 09:00:00;2018-01-06 09:00:00;2018-01-06 09:59:59;1515229200;0.5;3.1;0.0110703838755401;0.0139585652082567;0.242915159304511;3.017780029
2018-01-06 10:00:00;2018-01-06 10:00:00;2018-01-06 10:59:59;1515232800;0.3;3.3;0.0660789638351112;0.0344257262506689;0.540863480213724;2.800449951
2018-01-06 11:00:00;2018-01-06 11:00:00;2018-01-06 11:59:59;1515236400;0.7;3.9;0.0900453195342656;0.0313631197977113;0.525445209160698;2.44376001
2018-01-06 12:00:00;2018-01-06 12:00:00;2018-01-06 12:59:59;1515240000;1.2;4.3;0.0966968418761681;0.0607468939601054;0.517235910410043;2.487810059
2018-01-06 13:00:00;2018-01-06 13:00:00;2018-01-06 13:59:59;1515243600;1.4;4.5;0.0768417907045246;0.0330092178485755;0.460276382189275;2.768449951
2018-01-06 14:00:00;2018-01-06 14:00:00;2018-01-06 14:59:59;1515247200;1.4;4.4;0.0600358897168729;0.0349532225580168;0.527195232865154;2.925820068
2018-01-06 15:00:00;2018-01-06 15:00:00;2018-01-06 15:59:59;1515250800;1.2;3.1;0.0132162893105616;0.015165448840429;0.381572256501353;3.333840088
2018-01-06 16:00:00;2018-01-06 16:00:00;2018-01-06 16:59:59;1515254400;0.5;3.3;0;0;0;3.645659912
2018-01-06 17:00:00;2018-01-06 17:00:00;2018-01-06 17:59:59;1515258000;0;3.2;0;0;0;4.166560059
2018-01-06 18:00:00;2018-01-06 18:00:00;2018-01-06 18:59:59;1515261600;-0.4;3;0;0;0;4.20672998
2018-01-06 19:00:00;2018-01-06 19:00:00;2018-01-06 19:59:59;1515265200;-0.9;2.5;0;0;0;3.778030029
2018-01-06 20:00:00;2018-01-06 20:00:00;2018-01-06 20:59:59;1515268800;-1.2;2.5;0;0;0;3.49298999
2018-01-06 21:00:00;2018-01-06 21:00:00;2018-01-06 21:59:59;1515272400;-1.5;2.2;0;0;0;3.154830078
2018-01-06 22:00:00;2018-01-06 22:00:00;2018-01-06 22:59:59;1515276000;-1.9;1.8;0;0;0;3.178189941
2018-01-06 23:00:00;2018-01-06 23:00:00;2018-01-06 23:59:59;1515279600;-2.2;1.7;0;0;0;2.980909912
2018-01-07 00:00:00;2018-01-07 00:00:00;2018-01-07 00:59:59;1515283200;-1.9;2.3;0;0;0;2.885389893
2018-01-07 01:00:00;2018-01-07 01:00:00;2018-01-07 01:59:59;1515286800;-2;1.8;0;0;0;2.782879883
2018-01-07 02:00:00;2018-01-07 02:00:00;2018-01-07 02:59:59;1515290400;-2.2;1.2;0;0;0;2.79552002
2018-01-07 03:00:00;2018-01-07 03:00:00;2018-01-07 03:59:59;1515294000;-2.4;0.9;0;0;0;2.847370117
2018-01-07 04:00:00;2018-01-07 04:00:00;2018-01-07 04:59:59;1515297600;-3;0.8;0;0;0;2.826100098
2018-01-07 05:00:00;2018-01-07 05:00:00;2018-01-07 05:59:59;1515301200;-3.1;1.2;0;0;0;2.891860107
2018-01-07 06:00:00;2018-01-07 06:00:00;2018-01-07 06:59:59;1515304800;-4.1;1.7;0;0;0;2.974879883
2018-01-07 07:00:00;2018-01-07 07:00:00;2018-01-07 07:59:59;1515308400;-4.3;1.9;0;0;0;2.785929932
2018-01-07 08:00:00;2018-01-07 08:00:00;2018-01-07 08:59:59;1515312000;-4.2;2.1;0;0;0;2.48026001
2018-01-07 09:00:00;2018-01-07 09:00:00;2018-01-07 09:59:59;1515315600;-4;2.5;0.0180621736656607;0.0166346218108399;0.385582101837391;2.231870117
2018-01-07 10:00:00;2018-01-07 10:00:00;2018-01-07 10:59:59;1515319200;-3.2;3.2;0.0692321118436365;0.0340524956155501;0.559212876464228;1.839079956
2018-01-07 11:00:00;2018-01-07 11:00:00;2018-01-07 11:59:59;1515322800;-1.7;3.3;0.0962364568961272;0.0309792110510454;0.55520326987312;1.429119995
2018-01-07 12:00:00;2018-01-07 12:00:00;2018-01-07 12:59:59;1515326400;-0.1;3.6;0.117310277286368;0.0525372694920345;0.619995322175505;1.589130005
2018-01-07 13:00:00;2018-01-07 13:00:00;2018-01-07 13:59:59;1515330000;1.1;3.7;0.0941257932086731;0.0310677478074794;0.555564993107524;2.172580078
2018-01-07 14:00:00;2018-01-07 14:00:00;2018-01-07 14:59:59;1515333600;1.6;3.6;0.0651863423547189;0.0345209934502993;0.559698907703185;2.542370117
2018-01-07 15:00:00;2018-01-07 15:00:00;2018-01-07 15:59:59;1515337200;1.3;3.5;0.0143319331552008;0.0156461352962315;0.385738765315212;3.067120117
2018-01-07 16:00:00;2018-01-07 16:00:00;2018-01-07 16:59:59;1515340800;0.4;3.7;0;0;0;3.468090088
2018-01-07 17:00:00;2018-01-07 17:00:00;2018-01-07 17:59:59;1515344400;-0.2;3.9;0;0;0;3.743780029
2018-01-07 18:00:00;2018-01-07 18:00:00;2018-01-07 18:59:59;1515348000;0;4.1;0;0;0;3.75448999
2018-01-07 19:00:00;2018-01-07 19:00:00;2018-01-07 19:59:59;1515351600;-0.1;4;0;0;0;3.570300049
2018-01-07 20:00:00;2018-01-07 20:00:00;2018-01-07 20:59:59;1515355200;-0.2;3.9;0;0;0;3.436179932
2018-01-07 21:00:00;2018-01-07 21:00:00;2018-01-07 21:59:59;1515358800;-0.1;3.8;0;0;0;3.168219971
2018-01-07 22:00:00;2018-01-07 22:00:00;2018-01-07 22:59:59;1515362400;0;3.8;0;0;0;3.096419922
2018-01-07 23:00:00;2018-01-07 23:00:00;2018-01-07 23:59:59;1515366000;0.1;3.6;0;0;0;2.954360107
2018-01-08 00:00:00;2018-01-08 00:00:00;2018-01-08 00:59:59;1515369600;0.6;3.9;0;0;0;2.810810059
2018-01-08 01:00:00;2018-01-08 01:00:00;2018-01-08 01:59:59;1515373200;0.6;3.9;0;0;0;2.633040039
2018-01-08 02:00:00;2018-01-08 02:00:00;2018-01-08 02:59:59;1515376800;0.6;3.2;0;0;0;2.60372998
2018-01-08 03:00:00;2018-01-08 03:00:00;2018-01-08 03:59:59;1515380400;0.3;3;0;0;0;2.610800049
2018-01-08 04:00:00;2018-01-08 04:00:00;2018-01-08 04:59:59;1515384000;0.1;2.9;0;0;0;2.623889893
2018-01-08 05:00:00;2018-01-08 05:00:00;2018-01-08 05:59:59;1515387600;0;3;0;0;0;2.603659912
2018-01-08 06:00:00;2018-01-08 06:00:00;2018-01-08 06:59:59;1515391200;0.6;3.1;0;0;0;2.64173999
2018-01-08 07:00:00;2018-01-08 07:00:00;2018-01-08 07:59:59;1515394800;0.6;2.8;0;0;0;2.528459961
2018-01-08 08:00:00;2018-01-08 08:00:00;2018-01-08 08:59:59;1515398400;0.5;2.6;0;0;0;2.298330078
2018-01-08 09:00:00;2018-01-08 09:00:00;2018-01-08 09:59:59;1515402000;0.4;2.5;0.0185986348271111;0.0167091922933585;0.385556597865264;1.856369995
2018-01-08 10:00:00;2018-01-08 10:00:00;2018-01-08 10:59:59;1515405600;0.8;2.1;0.0702013004751413;0.0339282341849034;0.559092035290545;1.016919983
2018-01-08 11:00:00;2018-01-08 11:00:00;2018-01-08 11:59:59;1515409200;1.8;2.1;0.0973673493226192;0.0309524145042237;0.555006059245854;0.631710022
2018-01-08 12:00:00;2018-01-08 12:00:00;2018-01-08 12:59:59;1515412800;2.4;2.3;0.118007735132245;0.0522407246432254;0.615888715051794;0.550559998
2018-01-08 13:00:00;2018-01-08 13:00:00;2018-01-08 13:59:59;1515416400;2.8;2;0.0886882804977831;0.0314921983125932;0.515553247884386;1.222579956
2018-01-08 14:00:00;2018-01-08 14:00:00;2018-01-08 14:59:59;1515420000;2.9;1.6;0.0642691169497223;0.0346133068909139;0.539299445781892;1.994339966
2018-01-08 15:00:00;2018-01-08 15:00:00;2018-01-08 15:59:59;1515423600;2.5;1.4;0.0153321574698007;0.0159996073370953;0.385401748463534;2.555090088
2018-01-08 16:00:00;2018-01-08 16:00:00;2018-01-08 16:59:59;1515427200;1.1;1.9;0;0;0;3.093449951
2018-01-08 17:00:00;2018-01-08 17:00:00;2018-01-08 17:59:59;1515430800;0.3;1.6;0;0;0;3.383600098
2018-01-08 18:00:00;2018-01-08 18:00:00;2018-01-08 18:59:59;1515434400;-0.4;1;0;0;0;3.421159912
2018-01-08 19:00:00;2018-01-08 19:00:00;2018-01-08 19:59:59;1515438000;-1;1.2;0;0;0;3.440800049
2018-01-08 20:00:00;2018-01-08 20:00:00;2018-01-08 20:59:59;1515441600;-1.3;1.2;0;0;0;3.306100098
2018-01-08 21:00:00;2018-01-08 21:00:00;2018-01-08 21:59:59;1515445200;-1.3;1.4;0;0;0;3.024570068
2018-01-08 22:00:00;2018-01-08 22:00:00;2018-01-08 22:59:59;1515448800;-1.5;1.7;0;0;0;2.789459961
2018-01-08 23:00:00;2018-01-08 23:00:00;2018-01-08 23:59:59;1515452400;-1.8;1.9;0;0;0;2.68577002
2018-01-09 00:00:00;2018-01-09 00:00:00;2018-01-09 00:59:59;1515456000;-1.9;2;0;0;0;2.682429932
2018-01-09 01:00:00;2018-01-09 01:00:00;2018-01-09 01:59:59;1515459600;-2.1;2.3;0;0;0;2.603290039
2018-01-09 02:00:00;2018-01-09 02:00:00;2018-01-09 02:59:59;1515463200;-1.6;2.9;0;0;0;2.625530029
2018-01-09 03:00:00;2018-01-09 03:00:00;2018-01-09 03:59:59;1515466800;-1.2;2.9;0;0;0;2.704370117
2018-01-09 04:00:00;2018-01-09 04:00:00;2018-01-09 04:59:59;1515470400;-0.8;3.3;0;0;0;2.836909912
2018-01-09 05:00:00;2018-01-09 05:00:00;2018-01-09 05:59:59;1515474000;0.1;5.1;0;0;0;3.191780029
2018-01-09 06:00:00;2018-01-09 06:00:00;2018-01-09 06:59:59;1515477600;1;5.4;0;0;0;3.476060059
